"DateTime","Players"
2019-01-25,592
2019-01-26,705
2019-01-27,807
2019-01-28,658
2019-01-29,654
2019-01-30,675
2019-01-31,699
2019-02-01,700
2019-02-02,875
2019-02-03,969
2019-02-04,696
2019-02-05,630
2019-02-06,615
2019-02-07,636
2019-02-08,628
2019-02-09,774
2019-02-10,788
2019-02-11,617
2019-02-12,552
2019-02-13,498
2019-02-14,465
2019-02-15,482
2019-02-16,641
2019-02-17,659
2019-02-18,496
2019-02-19,460
2019-02-20,442
2019-02-21,446
2019-02-22,446
2019-02-23,600
2019-02-24,613
2019-02-25,486
2019-02-26,413
2019-02-27,412
2019-02-28,391
2019-03-01,412
2019-03-02,533
2019-03-03,544
2019-03-04,427
2019-03-05,397
2019-03-06,378
2019-03-07,354
2019-03-08,374
2019-03-09,455
2019-03-10,479
2019-03-11,339
2019-03-12,293
2019-03-13,314
2019-03-14,301
2019-03-15,315
2019-03-16,402
2019-03-17,412
2019-03-18,298
2019-03-19,267
2019-03-20,252
2019-03-21,260
2019-03-22,277
2019-03-23,331
2019-03-24,340
2019-03-25,250
2019-03-26,246
2019-03-27,215
2019-03-28,215
2019-03-29,231
2019-03-30,304
2019-03-31,310
2019-04-01,233
2019-04-02,190
2019-04-03,208
2019-04-04,205
2019-04-05,229
2019-04-06,285
2019-04-07,297
2019-04-08,206
2019-04-09,214
2019-04-10,213
2019-04-11,200
2019-04-12,211
2019-04-13,284
2019-04-14,313
2019-04-15,231
2019-04-16,210
2019-04-17,197
2019-04-18,219
2019-04-19,295
2019-04-20,310
2019-04-21,294
2019-04-22,247
2019-04-23,236
2019-04-24,207
2019-04-25,208
2019-04-26,228
2019-04-27,303
2019-04-28,346
2019-04-29,240
2019-04-30,255
2019-05-01,307
2019-05-02,241
2019-05-03,258
2019-05-04,341
2019-05-05,354
2019-05-06,252
2019-05-07,235
2019-05-08,231
2019-05-09,223
2019-05-10,235
2019-05-11,316
2019-05-12,305
2019-05-13,235
2019-05-14,232
2019-05-15,227
2019-05-16,210
2019-05-17,234
2019-05-18,284
2019-05-19,324
2019-05-20,248
2019-05-21,244
2019-05-22,215
2019-05-23,219
2019-05-24,238
2019-05-25,341
2019-05-26,325
2019-05-27,262
2019-05-28,241
2019-05-29,216
2019-05-30,228
2019-05-31,250
2019-06-01,281
2019-06-02,335
2019-06-03,251
2019-06-04,232
2019-06-05,210
2019-06-06,223
2019-06-07,243
2019-06-08,314
2019-06-09,358
2019-06-10,244
2019-06-11,217
2019-06-12,209
2019-06-13,227
2019-06-14,232
2019-06-15,312
2019-06-16,274
2019-06-17,222
2019-06-18,230
2019-06-19,206
2019-06-20,231
2019-06-21,217
2019-06-22,257
2019-06-23,274
2019-06-24,226
2019-06-25,223
2019-06-26,302
2019-06-27,337
2019-06-28,369
2019-06-29,468
2019-06-30,518
2019-07-01,430
2019-07-02,412
2019-07-03,421
2019-07-04,438
2019-07-05,439
2019-07-06,547
2019-07-07,557
2019-07-08,481
2019-07-09,506
2019-07-10,429
2019-07-11,419
2019-07-12,440
2019-07-13,496
2019-07-14,482
2019-07-15,386
2019-07-16,376
